Name,Latitude,Longitude
Pine Grove Airport,46,-90
Phyllis Field,42,-88
Humana Hospital-New Orleans Heliport,30,-90
La Vigía Oeste Airport,10,-67
Coloma Municipal Airport,44,-90
H. Chambers Cadillac Heliport,42,-71
Henry Ford Wyandotte Hospital Heliport,42,-83
Margaree Airport,46,-61
Roxford Airport,40,-81
Arend Airport,41,-85
Atrium At Somerset Heliport,41,-75
Princess House Heliport,42,-71
Cruz Farm Heliport,40,-74
Skyway Estates Airport,43,-85
Dalrymples Airport,42,-77
Dunn Field,41,-81
Vince's Condominium Association Airport,27,-81
Enochville Airport,36,-81
Sorel-Tracy/Air Nature Inc. (Heli),46,-73
Buell Airport,39,-85
Island Airport,38,-82
Ty-Ti-To Airport,39,-77
Wenskoski Field,43,-74
Sebastian Cove Airport,33,-83
Marston Mills Seaplane Base,42,-70
Mac Heliport,34,-84
State Prison Field,30,-82
Little Wheel Field,43,-89
Buckingham Airport,40,-75
Rocky Ridge Airport,44,-70
Fentress Naval Auxiliary Landing Field,37,-76
Poplar Bluff Municipal Airport,37,-90
Sprengisandur Airport,65,-18
Orleans Airport,39,-86
Dean Memorial Airport,44,-72
Murdochville Airport,49,-65
New Lowell Airport,44,-80
Joy Farms Airport,31,-86
Williamsport Airpark,35,-83
Compaq Parker Street Heliport,42,-71
Willow Pond Aviation Inc Airport,33,-84
Wilts Airport,41,-89
Shinn Bone Lane Airport,41,-86
Voisey's Bay,56,-62
Ewing Airport,39,-76
St Vincent Hospital & Medical Center Heliport,42,-84
Reese Airport,40,-85
Sids Airport,42,-71
Kropf Airport,42,-86
Iosco County Airport,44,-83
Suffolk Executive Airport,37,-77
Landings East Sylvania Airport,33,-82
Tinicum Farms Heliport,41,-75
Triple M Airport,35,-77
Alexian Brothers Medical Center Heliport,42,-88
Digital (Boxboro) Heliport,42,-71
Blue Grass Station Army Heliport,38,-84
Shiloh Plantation Airport,33,-81
Kingston (General Hospital) Heliport,44,-76
Cabo Rojo Airport,18,-72
Richard Toll Airport,16,-16
Stoney Creek Farm Heliport,40,-82
Lamington House Heliport,41,-75
Brookville Air-Park Airport,40,-84
Fort Detrick Helipad Heliport,39,-77
Crosswinds Airfield,40,-76
Midwest Steel Heliport,42,-87
Jaco Airport,10,-85
Wyeth-Ayerst Research Heliport,40,-75
Caledonia County Airport,45,-72
St Joseph Health Center Heliport,39,-90
Lancaster Airpark,45,-74
La Garroba Airport,11,-85
Clinton Field,40,-84
Beckley Farms Airport,33,-84
Lumpkin County Wimpys Airport,35,-84
Blue Ridge Airport,37,-80
Fond du Lac County Airport,44,-88
Limon International Airport,10,-83
Dow Jones & Co. Inc. Heliport,40,-75
Halka Heliport,40,-74
The Coca Cola Company Heliport,34,-84
Summit Medical Center Heliport,36,-87
Payson Ranch Airport,27,-82
J F Mitchell Airport,13,-61
Circle U Heliport,43,-83
Methodist Medical Center of Illinois Heliport,41,-90
Oolenoy Valley Airport,35,-83
Highbluff Stagefield Army Heliport,31,-86
Bremen Community Hospital Heliport,41,-86
Florida Flying Gators Ultralightport,29,-82
Pavilion Heliport,37,-76
Carrabelle Thompson Airport,30,-85
Broken Prop Airport,44,-89
Rayne Airport,41,-79
Singing River Hospital Heliport,30,-89
Propwash Airport,43,-71
Punta de Oro Airport,10,-71
White's Airstrip,38,-75
Branham Mill Airpark,38,-77
Macfarland Airport,48,-68
Southfork Airport,46,-87
Wjrz Radio Heliport,40,-74
Purio Airport,23,-80
Mc Curdy Airport,42,-89
St. Mary Hospital Heliport,42,-83
Warner-Lambert Heliport,40,-76
Placencia Airport,17,-88
Mars Hill Airport,47,-68
News Channel 3 Heliport,35,-90
Waters Airport,42,-72
Georgetown County Airport,33,-79
Rall Field,41,-82
Paris Landing Airpark,36,-88
Monte Alto Airport,10,-85
Cuchens Airport,31,-86
Benoit Airport,41,-88
Manatee Memorial Hospital Heliport,27,-83
Rainelle Airport,38,-81
Ermis-Ridgeview Airport,45,-88
Flying D Airport,33,-84
Spencerport Airpark,43,-78
Omni Airpark,42,-77
Eagles Nest Airport,40,-74
Mc Comb/Pike County/John E Lewis Field,31,-90
Holly Green Heliport,36,-79
Lightning Tree Farm Heliport,42,-74
Norm's Airpark,42,-87
Iginniarfik,68,-53
Caripito  Heliport,10,-63
Ti Heliport,43,-83
Shell Venice Terminal Heliport,29,-89
Upala Airport,11,-85
El Jibaro Airport,22,-79
Ingalls Field,38,-80
Danbury Hospital Heliport,41,-73
Decarbo Ambulance Service Heliport,41,-80
Shelton Laurel Lil National Airport,36,-83
Elizabeth Field,41,-72
Campbell County Airport,36,-84
Mission Field,39,-83
Dayton Wright Brothers Airport,40,-84
Olcott-Newfane Airport,43,-79
Mgt Station 2113 Heliport,39,-87
Barnes Airport,39,-77
Île aux Coudres Airport,47,-70
Skytop Airport,42,-75
Punxsutawney Area Hospital Heliport,41,-79
Steinman Airport,41,-85
Prairie Lake Hunt Club Airport,41,-89
Santa Clara De Guapiles Airport,10,-84
Gnadenhutten Airport,40,-81
Philips Lighting County Heliport,41,-75
Tgp Heliport,42,-73
Terre Haute International Hulman Field,39,-87
Bird Nest Airport,31,-89
La Cabaña Airport,10,-73
Fort Allen Airport,18,-67
Lake Geneva Aire Estates Airport,43,-88
Rose Field,41,-84
Tyendinaga Mohawk Airport,44,-77
Victoria STOLport,45,-74
Hospital Heliport,37,-80
Clear Moore Corp. Kenneth Moore Heliport,37,-76
Muskoka Airport,45,-79
Antonio Maceo International Airport,20,-76
Westlake Regional Hospital Heliport,37,-85
Harold Reynolds Airport,38,-85
Carroll's Airport,41,-82
Carnot Field,45,-87
Fauser Ultralightport,41,-77
Cape Coral Hospital Heliport,27,-82
Red Shed Field,42,-90
Lou Abbett Farms Airport,41,-87
The Medical Center At Bowling Green Heliport,37,-86
Sea Air Atlantic City Seaplane Base,39,-74
Green Sea Airport,34,-79
M.C.R. Airport,41,-82
Mount Cove STOLport,35,-85
Hawk Field,33,-86
North Carolina Helicopters Heliport,35,-81
Bocamanu Airport,38,-81
Hexton Farms Airport,39,-76
New Hanover County Sheriff'S Office Heliport,34,-78
Washademoak Airport,46,-66
Ledet Airfield,30,-90
Gehris Airport,40,-75
Mishawaka Pilots Club Airport,42,-86
Parry Sound/St. Waleran Island Seaplane Base,45,-80
Matthews Airport,35,-85
Kennedy Seaplane Base,29,-82
Bermuda Hundred Heliport,37,-77
Carroll County Hospital Heliport,39,-85
Greenwood Leflore Airport,33,-90
Jack W. Watson Airport,42,-89
Corozal Municipal Airport,18,-88
Chicago Meigs Airport,42,-88
Knox Army Heliport,31,-86
Algoma Mills Seaplane Base,46,-83
La Aramuaca Airport,13,-88
Brown's Lakeside Landings Airport,40,-83
Ogle County Airport,42,-89
Mc Manus Hoonch-Na-Shee-Kaw Airport,43,-89
Muddy Creek Airport,40,-80
Mundo Maya International Airport,17,-90
Royalton Airport,43,-79
Caintuckee Airport,39,-85
Armstrong Airport,50,-89
Meadowlark Airport,36,-88
Buckingham Field,27,-82
Oakland Troy Airport,43,-83
Oakbrook Airport,43,-89
Kaskattama Airport,57,-90
Downtown Fort Lauderdale Heliport,26,-80
Pilon Airport,20,-77
Neely Farms Airport,34,-84
St Mary's Hospital Ozaukee Heliport,43,-88
Fayette County Hospital Heliport,34,-88
Sept-Îles Airport,50,-66
Executive Airport,29,-81
Myer Airport,41,-75
Flying W Airranch Airport,29,-82
Wade F Maley Field,39,-80
Newnan Coweta County Airport,33,-85
Vaiden Field,33,-87
Shelby Medical Center Heliport,33,-87
Advance Materials Corp Heliport,42,-73
Hiatt Airport,36,-80
Mill Rose Farm Restricted Landing Area,42,-88
Lunenburg County Airport,37,-78
Ottawa / Manotick (Hope Field),45,-76
Newberry County Memorial Hospital Heliport,34,-82
Basin Harbor Airport,44,-73
Joaquín de Agüero Airport,22,-77
Republic Airport,41,-73
Delta Air Base,35,-81
Chorman Airport,39,-76
Cap Skirring Airport,12,-17
Twin Manufacturing Company Heliport,42,-73
Obannon Creek Aerodrome,39,-84
Wautoma Municipal Airport,44,-89
Dogwood Farm Airport,31,-84
King Knoll Airport,39,-85
South Suburban Hospital Heliport,42,-88
Piggott Community Hospital Heliport,36,-90
Hanchey Army (Fort Rucker) Heliport,31,-86
Jurassic Landings Ultralightport,41,-88
Sheepshead Airport,41,-77
Moontown Airport,35,-86
Concord Regional Airport,35,-81
Greater Beardstown Airport,40,-90
Lake Norman Airpark,36,-81
Carrillo Airport,10,-85
Island View Airport,46,-89
Blue Lick Airport,38,-86
Holly Point Airport,37,-76
Gulf Breeze Hospital Heliport,30,-87
Richards Airport,33,-85
Rocking A Farm Airport,35,-79
Summit Airport,40,-76
Blanchette Heliport,42,-73
Dartmouth Hitchcock Medical Center Heliport,44,-72
Crossroads Community Hospital Heliport,38,-89
Newark Academy Heliport,41,-74
Sidi Ifni Xx Airport,29,-10
Psi Heliport,40,-86
Fino Airport,41,-80
Raleigh East Airport,36,-78
Double S Farms Airport,41,-82
E.A.Deeds Farm Airport,44,-73
Mountain View Farm Airport,45,-73
Hoblit Farms Airport,40,-89
C.C.A. Heliport,39,-84
Leesburg Spraying Airport,32,-84
Boston Globe Heliport,42,-71
Re-Dun Field,43,-77
Flying T Farm Airport,38,-77
Cub Haven Airport,36,-85
Scheller Airport,41,-75
Eakin Airport,41,-80
Sha-Wan-Ga Valley Airport,42,-74
Niagara Falls Memorial Parking Ramp Heliport,43,-79
St-Quentin Airport,48,-67
Quemahening Flightpark Ultralightport,40,-79
Hacienda Galeras Airport,15,-86
Mmc Heliport,40,-80
Livingston Municipal Airport,36,-85
Cole Airfield,41,-83
Windrift Aerodrome,33,-84
Woodruff Lake Airport,44,-85
Bowtie Airport,40,-77
Nixon Airport,43,-80
Reelfoot Lake Airport,36,-89
Krastel Farms Airport,39,-76
Archie's Seaplane Base,43,-89
Jacksonville Municipal Airport,40,-90
Klopfenstein Airport,41,-87
Ardmore Airport,35,-87
Merillat Airport,42,-84
Catawba Valley Medical Center Heliport,36,-81
Richfield Airport,43,-75
Newport News General Hospital Heliport,37,-76
Cohen Airport,40,-76
Elephant Path Airport,40,-75
Dragons Den Heliport,40,-87
Morrison Heliport,44,-72
Colonial Acres Airport,42,-89
Carey Field,38,-75
Taylor Field,39,-76
Velco Heliport,44,-73
Motorola Csg-Harvard Heliport,42,-89
Thomas Field,40,-77
Mclendon Field,33,-85
Camp Davis Mcolf Airport,35,-78
Fairview Evergreen Airport,42,-80
Riverveiw Airport,38,-90
Ocotales Airport,16,-85
Gulf Coast Medical Center Heliport,27,-82
Cozumel International Airport,21,-87
Glascock Airport,39,-78
Jekyll Island Airport,31,-81
Devil's Reach Landing Airport,38,-77
Heli-Bell Museum Heliport,41,-86
Doral Resort & Country Club Heliport,26,-80
Greely Helipad Heliport,40,-74
Glade STOLport,39,-83
Monroe Walton County Airport,34,-84
Mona Airport,18,-68
Finleyville Airpark,40,-80
Lodi Lakeland Airport,43,-90
Brentwood Ambulatory Care Center Heliport,41,-82
Los Chiles Airport,11,-85
Natchez Trace Farm Airport,37,-86
Lake Compounce Heliport,42,-73
Hansen Heliport,43,-76
Hal Joy Airfield,42,-81
Sauðanes Airport,66,-15
Ikerasak Heliport,70,-51
Apple River Airport,45,-65
Grand Geneva Resort Airport,43,-88
Lykes Palmdale Airport,27,-81
Penobscot Bay Medical Center Heliport,44,-69
Witherspoons Airport,44,-69
Southern Machine & Steel Yard Heliport,27,-82
El Ron Ron Airport,10,-84
Fagurhólsmýri Airport,64,-17
Dillard Airport,36,-76
Plew Airport,41,-86
Dorado Beach Airport,18,-66
Mission Hospitals Heliport,36,-83
Winter Harbor Seaplane Base,44,-71
Electro-Methods Inc Heliport,42,-73
Ontonagon County Schuster Field,47,-89
Banning Heliport,41,-80
Coeburn Heliport,37,-82
65th Street Heliport,38,-75
Mckeown Airport,39,-76
Ferrell Field,41,-80
Pageland Airport,35,-80
Henderson Mounds E B G Airport,37,-89
Rhodes Air Ranch Airport,33,-82
St Mary's Medical Center Heliport,36,-84
Cathro Airport,38,-79
Don's Heliport,42,-74
Perry County Airport,40,-82
Andrews Airport,31,-85
Sandskeið Airport,64,-22
Wheeling Ohio County Airport,40,-81
Meyers-Diver's Airport,42,-84
Deep Water Cay Airport,27,-78
Hornback Airport,38,-86
Spencer Airport,44,-73
Cleveland Police Department 6th District Heliport,42,-82
Bradley Field,36,-81
Stout Airport,28,-81
Westfield Memorial Hospital Heliport,42,-80
Islesboro Airport,44,-69
St Margarets Hospital Heliport,41,-89
Woodbridge Field,36,-90
Fitchburg Municipal Airport,43,-72
Mieles Airport,23,-81
Baeir Airport,66,-23
P & A Deptford Heliport,40,-75
Brinsmere Heliport,43,-89
Punta San Juan Airport,13,-88
Dexter Memorial Hospital Heliport,37,-90
Faber Airport,38,-79
Fort Walton Beach Airport,30,-87
Easton Newnam Field,39,-76
Dorchester General Hospital Heliport,39,-76
Lucerne Medical Center Heliport,29,-81
Twin Oak Airport,35,-78
Urica Airport,10,-64
Community Hospital Heliport,40,-86
Baublitz Commercial Airport,40,-76
"Usar Center, Clemson Heliport",35,-83
Valleyfield (Ciment Deval Inc) Heliport,45,-74
D C Helicopters Heliport,42,-78
Wings Ago Airstrip,42,-73
Black Otter Airport,44,-89
Elk Lake Seaplane Base,48,-80
Shaw Crop Service Airport,31,-90
Resort Airport,30,-88
Sullins Heliport,37,-82
Ferncroft Village Heliport,43,-71
Clinton Airport,40,-87
Amansa Guapos Airport,21,-78
Riverside Methodist Hospital Heliport,40,-83
Mount Storm Heliport,39,-79
Stuart Powell Field,38,-85
Farr Field,44,-70
Hillman Airport,45,-84
Essex Generating Station Heliport,41,-74
Bergen County Police & Fire Academy Heliport,41,-74
The Flying Horseman Airport,30,-82
Wcvb-Tv Heliport,42,-71
La Romaine Airport,50,-61
Vassar Hospital Heliport,42,-74
San Jose Airport,14,-87
Tunica Municipal Airport,35,-90
Fairmont Municipal-Frankman Field,39,-80
Tallahassee Memorial Hospital Heliport,30,-84
Plantation Key Seaplane Base,25,-81
Treadwell Airport,34,-85
Sandy Run Acres Airport,34,-78
Davis Inlet Airport,56,-61
At&T Solid State Tech Center Heliport,41,-76
Timber House Airport,40,-87
The Reg Med Center of Orbg & Calhoun Co Heliport,34,-81
Geneseo Airport,43,-78
Omans Heliport,43,-83
Tanner Medical Center/Villa Rica Heliport,34,-86
Hood Field,40,-87
Donner Field,39,-84
Hawkesbury Airport,46,-75
Needham's Airport,35,-90
Benbyre Farm Heliport,42,-74
Airy-Acres Airport,43,-77
Ramón Villeda Morales International Airport,15,-88
Rapids Airway Airport,43,-85
Fort Lee Heliport,41,-79
One Grand Field,36,-86
Louisville Stagefield Army Heliport,32,-86
Valenty Mierek Airport,43,-75
Devils Hopyard Field,41,-72
Williamson Airport,39,-88
Eagles Nest Airport,37,-76
Pittsburgh International Airport,40,-80
Exploits Valley Botwood Airport,49,-55
Poole Farm Airport,34,-84
Kilronan Airport,53,-10
Halifax Hospital Medical Center Heliport,29,-81
Martin Campbell Field,35,-84
Dunnellon Marion Co & Park of Commerce Airport,29,-82
El Rosario Airport,10,-64
Tuscaloosa Regional Airport,33,-88
Hondarosa Airport,33,-80
Atirro Airport,10,-84
Gaffney Airport,35,-82
Southern Cross Airport,40,-75
Maiquetía (Simón Bolívar Internacional) Airport,11,-67
Hightower Areo Plantation Airport,35,-80
Morin Airport,43,-76
Dobbins Air Reserve Base Airport,34,-85
Morris Seaplane Base,34,-82
Morrisonville International Airport,43,-89
Loudoun Hospital Center Heliport,39,-77
Wcau Heliport,40,-75
Conrads Airport,39,-85
O K Flying Club Inc Airport,39,-89
Danmarkshavn Landing Strip,77,-19
Tate Airport,40,-75
Otto-Gibbons Airport,44,-88
Franklin County Airport,35,-86
Parry Sound Harbour Seaplane Base,45,-80
Boire Field,43,-72
Rafael Hernandez Airport,18,-67
Southern Natural Gas County Heliport,30,-90
Brigham Heliport,43,-71
Cox Farm Airport,36,-84
Panola County Airport,34,-90
Howard County Jail Heliport,40,-86
C J.H.L.(Joe) Lecomte) Heliport,47,-72
Fergusons Flying Circus Airport,36,-84
Jeter Field,35,-89
Felker Army Air Field,37,-77
Metropolis Municipal Airport,37,-89
Congoleum Helistop,40,-75
Québec / Neuville Airport,47,-72
Toccoa Rg Letourneau Field,35,-83
Newton Field,46,-70
Fitzgerald Municipal Airport,32,-83
L.F. Wade International International Airport,32,-65
Shelley Private Airport,41,-77
Erie Aerodrome,42,-84
Shediac Bridge Airport,46,-65
Byrne Field,38,-86
Al's Field,39,-78
Briar Patch Airport,32,-81
Braehead Heliport,40,-75
Windsor Heliport,37,-77
Ass-Pirin Acres Airport,44,-73
Nappanee Municipal Airport,41,-86
Eichmeier Field,43,-84
Pope Field,40,-86
Lower Creek Airport,36,-81
Madison County Airport,40,-83
North Bay Heliport,42,-70
Park Township Airport,43,-86
Bull Farm Airport,37,-76
May Heliport,37,-80
Lac Éon Airport,52,-63
Sherman-Private Airport,42,-71
St. Vincent Clay Hospital Heliport,40,-87
Greenville Municipal Airport,43,-85
Campbell Airport,42,-88
Lawrenceville Brunswick Municipal Airport,37,-78
Sun N Lake Heliport,28,-82
First Flight Airport,36,-76
Lewis University Airport,42,-88
Riddle Memorial Hospital Heliport,40,-75
Mc Neil Field,40,-86
Colgate Palmolive Heliport,40,-75
Hopedale Industrial Park Airport,42,-72
Eastern Long Island Heliport,41,-72
Big 'G' Heliport,38,-83
Clifton Airport,41,-87
Hazelswart Airport,37,-78
Grosse Ile Municipal Airport,42,-83
Duke Strip 2,32,-83
State Police Holmdel Helispot Heliport,40,-74
Thompsonville Airport,45,-86
Southwire Heliport,34,-85
Double S Airport,36,-78
Green Hills Corp Heliport,40,-76
Hall Beach Airport,69,-81
Playa Baracoa Airport,23,-83
New Castle Henry Co. Municipal Airport,40,-85
Ellington Airport,42,-72
Mark Anton Airport,35,-85
Mitchell RLA Restricted Landing Area,41,-89
Culpeper Memorial Hospital Heliport,38,-78
Pirates Cove Airport,37,-88
Bernardin Heliport,42,-89
Priebe Airport,41,-84
Shamokin Hospital Heliport,41,-77
South Alabama Regional At Bill Benton Field Airpor,31,-86
Snow Field,43,-74
Walkerton (County of Bruce General Hospital) Helip,44,-81
Frankfort Airport,41,-88
Allegheny Power-Hagerstown Corp Ctr Heliport,40,-78
Northcrest Medical Center Heliport,36,-87
Dancing Oaks Heliport,28,-82
Arnold Palmer Regional Airport,40,-79
Spring Paths Airport,36,-78
Pangnirtung Airport,66,-66
Catoosa Springs STOLport,35,-85
Macon Downtown Airport,33,-84
Baker's Valley,45,-77
Phoenix Technologies Heliport,40,-75
Dunbar Field,40,-87
Ste-Marguerite Heliport,46,-74
Caillou Island Heliport,29,-90
Wisersky Airport,43,-89
Gerstell Farms Airport,39,-79
Dee Jay Airport,40,-77
Gadsden Regl Medical Center Heliport,34,-86
Carora Airport,10,-70
Hveravellir Airport,65,-19
Prices Airport,43,-84
John C. Munro Hamilton International Airport,43,-80
County Memorial Airport,37,-90
Shrum Field,39,-87
Cypress Lakes Airport,32,-81
Shontz Airport,40,-75
Grand Valley Airport,44,-80
Meadow Brook Airport,39,-76
Ciszak Airport,43,-79
Blueberry Hill Airport,31,-85
Sharon General Hospital Heliport,41,-80
Francisco de Miranda Airport,10,-67
Medina Municipal Airport,41,-82
Heberlig Airport,40,-77
Moxley's Airport,40,-76
Walls Airport,43,-76
Gilbert Field,43,-89
Chicoutimi St Honoré Airport,49,-71
Propst Airport,35,-81
Monongahela Valley Hospital Heliport,40,-80
Mc Grew Airport,38,-86
John L Coppernoll Airport,42,-90
Tennessee F Heliport,42,-73
Dilworth Airport,35,-89
B J Farms Airport,39,-75
Pennington Heliport,30,-86
Bois Blanc Airport,46,-85
Pocotaligo Airport,34,-80
Far View Airport,41,-81
Jackson County Hospital Heliport,35,-86
Williams Field,30,-82
Metropolitan Airport,42,-72
Fayetteville Municipal Airport,35,-87
Lucky Landing Marina and Seaplane Base,45,-69
Morgantown Municipal Walter L. Bill Hart Field,40,-80
Cub Haven Airport,39,-79
Sprague Nr 2 Heliport,43,-73
Webb & Shepard Farm Airport,33,-84
Heritage Acres Airport,46,-89
Cleveland Clinic Foundation Heliport,42,-82
Godbee RLA Restricted Landing Area,41,-88
Cowley Field,43,-83
Gaston Airport,34,-81
Sumner County Regional Airport,36,-86
Griffin Spalding County Airport,33,-84
St Vincent Health Center Heliport,42,-80
Fun-Air Airport,44,-89
Berlin Station Lndg Strip,40,-83
Tri-Center Airport,43,-90
St-Louis-De-France Airport,46,-73
Covered Bridge Fields Airport,43,-88
Saline Airport,42,-84
Carroll's Airpark,40,-85
Suburban Heliport,39,-77
Perras Field,45,-73
Clare County Airport,44,-85
Forest Hill Airport,40,-76
General Edward Lawrence Logan International Airpor,42,-71
Quaqtaq Airport,61,-70
Silver Lake Airport,44,-86
Iuka Hospital Heliport,35,-88
Morrel Field,45,-69
Bayfront Garage Heliport,42,-80
Lac Duhamel Seaplane Base,46,-75
Starr Airport,38,-79
Walpole Airport,42,-89
Ware Island Airport,33,-87
Marshall's Airport,42,-72
Dixon Correctional Center Heliport,42,-89
Newbury Airport,42,-84
Stoney Creek Airport,43,-80
Gerig's Field,41,-85
Monroe Airpark,29,-82
Va Medical Center Heliport,38,-89
Bethany Airpark,43,-78
Adams County Hospital Heliport,39,-84
Wagner Airport,41,-78
Miller Farm Landing Strip,40,-83
Fisher Airport,41,-80
Deland Municipal Sidney H Taylor Field,29,-81
Peawanuck Airport,55,-85
Dr Joseph W Esser Airport,42,-89
Northside Hospital-Cherokee Heliport,34,-84
Casas Nuevas Airport,13,-89
Back Achers Heliport,41,-82
Trussmark Airport,37,-80
LA State Police Troop L Heliport,30,-90
Flatwood Field,36,-86
Tarten Heliport,44,-80
Delphi Municipal Airport,41,-87
Treasure Coast Airpark,27,-80
Tennessee Gas Heliport,39,-84
Diamondhead Airport,30,-89
Erlanger Medical Center Heliport,35,-85
Bolingbrook Medical Center Heliport,42,-88
Bonavista Airport,49,-53
Our Community Hospital Heliport,36,-77
Rainbow'S End Airport,40,-75
Augusto C. Sandino (Managua) International Airport,12,-86
Huntsville International Carl T Jones Field,35,-87
Price Ultralightport,31,-90
Santiago Municipal Airport,19,-71
Freedom Wpec Inc Heliport,27,-80
Mc Curdy Strip,42,-89
Tolú Airport,10,-76
Mifflintown Airport,41,-77
Smith Airport,34,-83
Cardinal Ridge Airport,43,-90
Wild Irish Rose Airport,35,-80
Fort Buchanan Heliport,18,-66
Snyder's Lake Seaplane Base,43,-74
Savannah River Site (Department of Energy) Helipor,33,-82
Pike County-Hatcher Field,38,-83
New Bight Airport,24,-75
Guira de Melena Airport,23,-83
Ilco Landing Area Seaplane Base,47,-70
Winchester Municipal Airport,35,-86
Riverwood Airport,38,-80
Newby Landing Airport,40,-86
St Jean Airport,45,-73
Darden Airport,34,-81
Villiger Restricted Landing Area,41,-89
Jutigalpa airport,15,-86
Posey Field,34,-88
Flying G Ranch STOLport,30,-83
Casey County Hospital Heliport,37,-85
Dozier Airport,38,-88
Egland Field,41,-89
O'Bleness Memorial Hospital Heliport,39,-82
Fort Gordon Hqs Helipad Heliport,33,-82
Grant Airport,34,-84
London / Chapeskie Field,43,-81
Little Lake Heliport,29,-90
Baker-Sell Airport,40,-78
Amax Metals Recovery Inc. Heliport,30,-90
Gilbert Airport,40,-77
Kangirsuk Airport,60,-70
Blodgett Memorial Medical Center Heliport,43,-86
Arkansas International Airport,36,-90
Happy Landings Farm Airport,39,-77
Nielsen Airport,42,-77
Genesee County Airport,43,-78
Phico Heliport,40,-77
Lakeside Airport,43,-84
Humboldt Municipal Airport,36,-89
Sampson Pond Heliport,42,-71
Warren Field,43,-81
Ludington Airport,44,-83
Fredericktown Regional Airport,38,-90
Wright Farms Airport,30,-83
Strong Memorial Hospital Heliport,43,-78
Haigh Airport,43,-84
Mbb Heliport,40,-76
Reservoir Airport,39,-77
Staniel Cay Airport,24,-76
Pikeville-Bledsoe Airport,36,-85
Region 1 Headquarters-State Police Heliport,30,-90
Welborn Farm Airport,36,-81
Lewis Airfield,39,-85
Verona Airport,43,-90
Gore Bay Manitoulin Airport,46,-83
Free Spirit Airport,39,-75
Crews Homestead Ranch Airport,28,-82
Romere Pass Seaplane Base,29,-89
Price Field,36,-90
Jarrett Airport,40,-75
Benton County Airport,36,-88
L & L Heliport,42,-83
Foothills Regional Airport,36,-82
River Acres Airport,27,-81
Core States - 1st Pa Heliport,40,-75
Hurdle Field,36,-79
Laurel Hill Farms Airport,33,-80
North Windham Airport,43,-73
South Lakeland Airport,28,-82
Twin Eagles Airport,44,-71
Kendall-Tamiami Executive Airport,26,-80
Donnelly's Airport,43,-79
Cove Neck Heliport,41,-73
Amapala Airport,13,-88
National Guard Vineland Armory Helistop,39,-75
Baptist Memorial Hospital Heliport,36,-89
Carle Hospital Heliport,40,-88
Peasley Field,45,-68
Alert Airport,83,-62
Schaumburg Regional Airport,42,-88
Lincoln Farm Airport,38,-86
John D Rennick Airport,41,-89
Clover Knoll Airport,40,-87
Harrier Heliport,41,-87
Roberts Airport,40,-83
Lake Ann Airway Estates Airport,45,-86
Murphy's Landing Airport,33,-85
Wabush Seaplane Base,53,-67
Richardson Field,31,-88
Lake Montaza Airport,28,-81
Quonset State Air Reserve National Guard Helipad,42,-71
Homestead General Aviation Airport,25,-81
One Hospital Trust Heliport,42,-71
Whittle Airport,40,-76
Belle River Field,42,-83
Champ Field,42,-77
Wetumpka Municipal Airport,33,-86
Inverness Airport,29,-82
Malone Dufort Airport,45,-74
Gooding Airport,42,-84
Bracebridge Iii Heliport,40,-76
The Jewish Hospital Heliport,39,-84
100 Aker Wood Airport,36,-85
Lake Rosseau/Arthurlie Bay Seaplane Base,45,-80
Hermanos Ameijeiras Airport,21,-77
Tamarindo De Santa Cruz Airport,10,-86
Smiths Land Base Airport,43,-78
Greene Airport,42,-76
Outer Banks Heliport,36,-76
Monte Cristi Airport,20,-72
Riley Creek Airport,36,-85
Hanover Airport,40,-77
Carlstrom Field,27,-82
North Cedar Airport,43,-86
J & Y Ultralightport,42,-89
Hoge Farm Airport,40,-75
Wheeler Sack Army Air Field,44,-76
Henderson Heliport,27,-82
Westport Heliport,43,-71
West Georgia Regional O V Gray Field,34,-85
Langlade Memorial Hospital Heliport,45,-89
Mcintosh Airport,34,-80
Stutzke Airport,42,-90
Calpine Heliport,30,-90
Bingham Airport,42,-88
Bethany South Heliport,37,-78
St Joseph Regional Medical Center Heliport,42,-86
The Aviation Valley Airport,35,-86
Salty Fare Landng Seaplane Base,32,-81
Carter's Heliport,41,-73
Brockville (Medical) Heliport,45,-76
Kawama Airport,23,-81
Global Development Facility Heliport,41,-72
Clay's Rv Airport,41,-82
Boomerang Airport,35,-82
Compaq Marlboro Heliport,42,-72
Patrick Air Force Base,28,-81
Big Foot Airfield,43,-89
Keim Heliport,42,-88
Demopolis Municipal Airport,32,-88
Mackinac Island Airport,46,-85
Whitwell Medical Center Heliport,35,-86
New Orleans Downtown Heliport,30,-90
Burney Farms Airport,34,-90
Russell County Medical Center Heliport,37,-82
Mount Airy Surry County Airport,36,-81
Dallas Bay Sky Park Airport,35,-85
Lake Monroe Seaplane Base,39,-86
Six Oaks Airport,35,-82
Jackson Heliport,31,-85
Robbins Roost Airport,37,-85
Passavant Hospital Heliport,40,-80
Potsdam Municipal-Damon field,45,-75
Tri-Cities Heliport,37,-82
Hog Cay Airport,23,-75
Heckler Field,42,-72
Monesmith Airport,40,-75
Holenthawall Airport,37,-87
Clark Regional Medical Center Heliport,38,-84
Ingjaldssanður Airport,66,-24
Schiavoni Heliport,40,-77
Destin Fort Walton Beach Airport,30,-86
Mahon Heliport,40,-75
Macks Heliport,41,-84
Squaw Creek Heliport,38,-87
